"date","dose","age_group","number"
2021-07-12,"dose2","60-69",76
2021-07-13,"dose2","60-69",56
2021-07-14,"dose2","60-69",1
2021-07-15,"dose3","60-69",1
2021-07-15,"dose2","60-69",55
2021-07-16,"dose3","60-69",4
2021-07-16,"dose2","60-69",61
2021-07-17,"dose2","60-69",10
2021-07-19,"dose2","60-69",48
2021-07-20,"dose3","60-69",2
2021-07-20,"dose2","60-69",26
2021-07-21,"dose3","60-69",1
2021-07-21,"dose2","60-69",37
2021-07-22,"dose3","60-69",1
2021-07-22,"dose2","60-69",32
2021-07-23,"dose2","60-69",40
2021-07-24,"dose2","60-69",9
2021-07-25,"dose2","60-69",1
2021-07-26,"dose2","60-69",54
2021-07-27,"dose3","60-69",3
2021-07-27,"dose2","60-69",35
2021-07-28,"dose3","60-69",1
2021-07-28,"dose2","60-69",76
2021-07-29,"dose3","60-69",2
2021-07-29,"dose2","60-69",38
2021-07-30,"dose3","60-69",1
2021-07-30,"dose2","60-69",45
2021-07-31,"dose2","60-69",90
2021-08-02,"dose3","60-69",1
2021-08-02,"dose2","60-69",92
2021-08-03,"dose3","60-69",1
2021-08-03,"dose2","60-69",81
2021-08-04,"dose3","60-69",2
2021-08-04,"dose2","60-69",62
2021-08-05,"dose3","60-69",2
2021-08-05,"dose2","60-69",85
2021-08-06,"dose3","60-69",1
2021-08-06,"dose2","60-69",92
2021-08-07,"dose2","60-69",69
2021-08-08,"dose2","60-69",23
2021-08-09,"dose3","60-69",3
2021-08-09,"dose2","60-69",89
2021-08-10,"dose3","60-69",1
2021-08-10,"dose2","60-69",91
2021-08-11,"dose2","60-69",104
2021-08-12,"dose3","60-69",1
2021-08-12,"dose2","60-69",109
2021-08-13,"dose3","60-69",7
2021-08-13,"dose2","60-69",116
2021-08-14,"dose3","60-69",3
2021-08-14,"dose2","60-69",88
2021-08-15,"dose3","60-69",1
2021-08-15,"dose2","60-69",2
2021-08-16,"dose3","60-69",2
2021-08-16,"dose2","60-69",87
2021-08-17,"dose3","60-69",2
2021-08-17,"dose2","60-69",92
2021-08-18,"dose3","60-69",4
2021-08-18,"dose2","60-69",116
2021-08-19,"dose3","60-69",6
2021-08-19,"dose2","60-69",112
2021-08-20,"dose3","60-69",3
2021-08-20,"dose2","60-69",127
2021-08-21,"dose3","60-69",2
2021-08-21,"dose2","60-69",128
2021-08-22,"dose2","60-69",2
2021-08-23,"dose3","60-69",2
2021-08-23,"dose2","60-69",138
2021-08-24,"dose3","60-69",4
2021-08-24,"dose2","60-69",170
2021-08-25,"dose3","60-69",7
2021-08-25,"dose2","60-69",158
2021-08-26,"dose3","60-69",4
2021-08-26,"dose2","60-69",123
2021-08-27,"dose3","60-69",6
2021-08-27,"dose2","60-69",149
2021-08-28,"dose3","60-69",3
2021-08-28,"dose2","60-69",139
2021-08-29,"dose2","60-69",25
2021-08-30,"dose3","60-69",1
2021-08-30,"dose2","60-69",137
2021-08-31,"dose3","60-69",5
2021-08-31,"dose2","60-69",101
2021-09-01,"dose3","60-69",9
2021-09-01,"dose2","60-69",131
2021-09-02,"dose3","60-69",4
2021-09-02,"dose2","60-69",110
2021-09-03,"dose3","60-69",7
2021-09-03,"dose2","60-69",119
2021-09-04,"dose3","60-69",2
2021-09-04,"dose2","60-69",101
2021-09-06,"dose3","60-69",12
2021-09-06,"dose2","60-69",116
2021-09-07,"dose3","60-69",4
2021-09-07,"dose2","60-69",126
2021-09-08,"dose3","60-69",4
2021-09-08,"dose2","60-69",122
2021-09-09,"dose3","60-69",8
2021-09-09,"dose2","60-69",125
2021-09-10,"dose3","60-69",7
2021-09-10,"dose2","60-69",119
2021-09-11,"dose3","60-69",4
2021-09-11,"dose2","60-69",73
2021-09-12,"dose2","60-69",1
2021-09-13,"dose3","60-69",28
2021-09-13,"dose2","60-69",126
2021-09-14,"dose3","60-69",33
2021-09-14,"dose2","60-69",88
2021-09-15,"dose3","60-69",31
2021-09-15,"dose2","60-69",72
2021-09-16,"dose3","60-69",18
2021-09-16,"dose2","60-69",73
2021-09-17,"dose3","60-69",24
2021-09-17,"dose2","60-69",79
2021-09-18,"dose3","60-69",19
2021-09-18,"dose2","60-69",73
2021-09-20,"dose3","60-69",21
2021-09-20,"dose2","60-69",70
2021-09-21,"dose3","60-69",33
2021-09-21,"dose2","60-69",67
2021-09-22,"dose3","60-69",23
2021-09-22,"dose2","60-69",39
2021-09-23,"dose3","60-69",28
2021-09-23,"dose2","60-69",54
2021-09-24,"dose3","60-69",45
2021-09-24,"dose2","60-69",52
2021-09-25,"dose3","60-69",15
2021-09-25,"dose2","60-69",16
2021-09-27,"dose3","60-69",15
2021-09-27,"dose2","60-69",38
2021-09-28,"dose3","60-69",11
2021-09-28,"dose2","60-69",35
2021-09-29,"dose3","60-69",25
2021-09-29,"dose2","60-69",38
2021-09-30,"dose3","60-69",47
2021-09-30,"dose2","60-69",49
2021-10-01,"dose3","60-69",59
2021-10-01,"dose2","60-69",54
2021-10-02,"dose3","60-69",16
2021-10-02,"dose2","60-69",23
2021-10-04,"dose3","60-69",57
2021-10-04,"dose2","60-69",33
2021-10-05,"dose3","60-69",70
2021-10-05,"dose2","60-69",31
2021-10-06,"dose3","60-69",62
2021-10-06,"dose2","60-69",20
2021-10-07,"dose3","60-69",47
2021-10-07,"dose2","60-69",31
2021-10-08,"dose3","60-69",90
2021-10-08,"dose2","60-69",21
2021-10-09,"dose3","60-69",92
2021-10-09,"dose2","60-69",26
2021-10-10,"dose3","60-69",10
2021-10-10,"dose2","60-69",3
2021-10-11,"dose3","60-69",116
2021-10-11,"dose2","60-69",21
2021-10-12,"dose3","60-69",89
2021-10-12,"dose2","60-69",20
2021-10-13,"dose3","60-69",116
2021-10-13,"dose2","60-69",25
2021-10-14,"dose3","60-69",74
2021-10-14,"dose2","60-69",34
2021-10-15,"dose3","60-69",68
2021-10-15,"dose2","60-69",15
2021-10-16,"dose3","60-69",19
2021-10-16,"dose2","60-69",7
2021-10-18,"dose3","60-69",72
2021-10-18,"dose2","60-69",17
2021-10-19,"dose3","60-69",65
2021-10-19,"dose2","60-69",10
2021-10-20,"dose3","60-69",64
2021-10-20,"dose2","60-69",23
2021-10-21,"dose3","60-69",72
2021-10-21,"dose2","60-69",14
2021-10-22,"dose3","60-69",70
2021-10-22,"dose2","60-69",19
2021-10-23,"dose3","60-69",30
2021-10-23,"dose2","60-69",8
2021-10-24,"dose3","60-69",1
2021-10-25,"dose3","60-69",64
2021-10-25,"dose2","60-69",21
2021-10-26,"dose3","60-69",54
2021-10-26,"dose2","60-69",14
2021-10-27,"dose3","60-69",76
2021-10-27,"dose2","60-69",26
2021-10-28,"dose3","60-69",65
2021-10-28,"dose2","60-69",7
2021-10-29,"dose3","60-69",62
2021-10-29,"dose2","60-69",13
2021-10-30,"dose3","60-69",15
2021-10-30,"dose2","60-69",12
2021-10-31,"dose3","60-69",3
2021-10-31,"dose2","60-69",6
2021-11-02,"dose3","60-69",74
2021-11-02,"dose2","60-69",25
2021-11-03,"dose3","60-69",58
2021-11-03,"dose2","60-69",24
2021-11-04,"dose3","60-69",94
2021-11-04,"dose2","60-69",25
2021-11-05,"dose3","60-69",112
2021-11-05,"dose2","60-69",31
2021-11-06,"dose3","60-69",46
2021-11-06,"dose2","60-69",8
2021-11-07,"dose3","60-69",1
2021-11-08,"dose3","60-69",137
2021-11-08,"dose2","60-69",25
2021-11-09,"dose3","60-69",150
2021-11-09,"dose2","60-69",21
2021-11-10,"dose3","60-69",190
2021-11-10,"dose2","60-69",26
2021-11-11,"dose2","60-69",1
2021-11-12,"dose3","60-69",119
2021-11-12,"dose2","60-69",22
2021-11-13,"dose3","60-69",22
2021-11-13,"dose2","60-69",12
2021-11-15,"dose3","60-69",156
2021-11-15,"dose2","60-69",23
2021-11-16,"dose3","60-69",148
2021-11-16,"dose2","60-69",27
2021-11-17,"dose3","60-69",142
2021-11-17,"dose2","60-69",27
2021-11-18,"dose3","60-69",165
2021-11-18,"dose2","60-69",22
2021-11-19,"dose3","60-69",164
2021-11-19,"dose2","60-69",30
2021-11-20,"dose3","60-69",125
2021-11-20,"dose2","60-69",25
2021-11-21,"dose3","60-69",1
2021-11-22,"dose3","60-69",172
2021-11-22,"dose2","60-69",34
2021-11-23,"dose3","60-69",167
2021-11-23,"dose2","60-69",28
2021-11-24,"dose3","60-69",169
2021-11-24,"dose2","60-69",27
2021-11-25,"dose3","60-69",166
2021-11-25,"dose2","60-69",23
2021-11-26,"dose3","60-69",172
2021-11-26,"dose2","60-69",31
2021-11-27,"dose3","60-69",54
2021-11-27,"dose2","60-69",16
2021-11-28,"dose3","60-69",1
2021-11-29,"dose3","60-69",213
2021-11-29,"dose2","60-69",29
2021-11-30,"dose3","60-69",247
2021-11-30,"dose2","60-69",37
2021-12-01,"dose3","60-69",222
2021-12-01,"dose2","60-69",26
2021-12-02,"dose3","60-69",267
2021-12-02,"dose2","60-69",23
2021-12-03,"dose3","60-69",265
2021-12-03,"dose2","60-69",30
2021-12-04,"dose3","60-69",100
2021-12-04,"dose2","60-69",25
2021-12-05,"dose3","60-69",1
2021-12-06,"dose3","60-69",245
2021-12-06,"dose2","60-69",28
2021-12-07,"dose3","60-69",226
2021-12-07,"dose2","60-69",31
2021-12-08,"dose3","60-69",170
2021-12-08,"dose2","60-69",27
2021-12-09,"dose3","60-69",163
2021-12-09,"dose2","60-69",37
2021-12-10,"dose3","60-69",158
2021-12-10,"dose2","60-69",29
2021-12-11,"dose3","60-69",87
2021-12-11,"dose2","60-69",23
2021-12-12,"dose3","60-69",45
2021-12-12,"dose2","60-69",3
2021-12-13,"dose3","60-69",175
2021-12-13,"dose2","60-69",30
2021-12-14,"dose3","60-69",163
2021-12-14,"dose2","60-69",24
2021-12-15,"dose3","60-69",182
2021-12-15,"dose2","60-69",16
2021-12-16,"dose3","60-69",171
2021-12-16,"dose2","60-69",19
2021-12-17,"dose3","60-69",187
2021-12-17,"dose2","60-69",25
2021-12-18,"dose3","60-69",153
2021-12-18,"dose2","60-69",18
2021-12-19,"dose3","60-69",130
2021-12-19,"dose2","60-69",8
2021-12-20,"dose3","60-69",142
2021-12-20,"dose2","60-69",30
2021-12-21,"dose3","60-69",193
2021-12-21,"dose2","60-69",42
2021-12-22,"dose3","60-69",134
2021-12-22,"dose2","60-69",23
2021-12-23,"dose3","60-69",106
2021-12-23,"dose2","60-69",39
2021-12-24,"dose3","60-69",20
2021-12-24,"dose2","60-69",5
2021-12-27,"dose3","60-69",104
2021-12-27,"dose2","60-69",43
2021-12-28,"dose3","60-69",116
2021-12-28,"dose2","60-69",39
2021-12-29,"dose3","60-69",80
2021-12-29,"dose2","60-69",22
2021-12-30,"dose3","60-69",71
2021-12-30,"dose2","60-69",24
2021-12-31,"dose3","60-69",17
2021-12-31,"dose2","60-69",1
2022-01-03,"dose3","60-69",109
2022-01-03,"dose2","60-69",24
2022-01-04,"dose3","60-69",142
2022-01-04,"dose2","60-69",29
2022-01-05,"dose3","60-69",132
2022-01-05,"dose2","60-69",28
2022-01-06,"dose3","60-69",157
2022-01-06,"dose2","60-69",26
2022-01-07,"dose3","60-69",125
2022-01-07,"dose2","60-69",27
2022-01-08,"dose3","60-69",104
2022-01-08,"dose2","60-69",11
2022-01-09,"dose3","60-69",65
2022-01-09,"dose2","60-69",12
2022-01-10,"dose3","60-69",137
2022-01-10,"dose2","60-69",28
2022-01-11,"dose3","60-69",183
2022-01-11,"dose2","60-69",32
2022-01-12,"dose3","60-69",145
2022-01-12,"dose2","60-69",25
2022-01-13,"dose3","60-69",116
2022-01-13,"dose2","60-69",17
2022-01-14,"dose3","60-69",62
2022-01-14,"dose2","60-69",5
2022-01-15,"dose3","60-69",103
2022-01-15,"dose2","60-69",6
2022-01-16,"dose3","60-69",66
2022-01-16,"dose2","60-69",7
2022-01-17,"dose3","60-69",143
2022-01-17,"dose2","60-69",19
2022-01-18,"dose3","60-69",147
2022-01-18,"dose2","60-69",29
2022-01-19,"dose3","60-69",144
2022-01-19,"dose2","60-69",15
2022-01-20,"dose3","60-69",123
2022-01-20,"dose2","60-69",22
2022-01-21,"dose3","60-69",95
2022-01-21,"dose2","60-69",13
2022-01-22,"dose3","60-69",46
2022-01-22,"dose2","60-69",5
2022-01-24,"dose3","60-69",118
2022-01-24,"dose2","60-69",15
2022-01-25,"dose3","60-69",146
2022-01-25,"dose2","60-69",21
2022-01-26,"dose3","60-69",118
2022-01-26,"dose2","60-69",12
2022-01-27,"dose3","60-69",90
2022-01-27,"dose2","60-69",14
2022-01-28,"dose3","60-69",73
2022-01-28,"dose2","60-69",14
2022-01-29,"dose3","60-69",67
2022-01-29,"dose2","60-69",6
2022-01-31,"dose3","60-69",82
2022-01-31,"dose2","60-69",18
2022-02-01,"dose3","60-69",116
2022-02-01,"dose2","60-69",19
2022-02-02,"dose3","60-69",82
2022-02-02,"dose2","60-69",8
2022-02-03,"dose3","60-69",91
2022-02-03,"dose2","60-69",19
2022-02-04,"dose3","60-69",73
2022-02-04,"dose2","60-69",12
2022-02-05,"dose3","60-69",60
2022-02-05,"dose2","60-69",5
2022-02-06,"dose3","60-69",34
2022-02-06,"dose2","60-69",4
2022-02-07,"dose3","60-69",83
2022-02-07,"dose2","60-69",15
2022-02-08,"dose3","60-69",124
2022-02-08,"dose2","60-69",19
2022-02-09,"dose3","60-69",80
2022-02-09,"dose2","60-69",17
2022-02-10,"dose3","60-69",120
2022-02-10,"dose2","60-69",9
2022-02-11,"dose3","60-69",72
2022-02-11,"dose2","60-69",8
2022-02-12,"dose3","60-69",48
2022-02-12,"dose2","60-69",7
2022-02-13,"dose3","60-69",26
2022-02-13,"dose2","60-69",5
2022-02-14,"dose3","60-69",53
2022-02-14,"dose2","60-69",9
2022-02-15,"dose3","60-69",69
2022-02-15,"dose2","60-69",17
2022-02-16,"dose3","60-69",97
2022-02-16,"dose2","60-69",12
2022-02-17,"dose3","60-69",75
2022-02-17,"dose2","60-69",13
2022-02-18,"dose3","60-69",32
2022-02-18,"dose2","60-69",10
2022-02-19,"dose3","60-69",24
2022-02-19,"dose2","60-69",3
2022-02-20,"dose3","60-69",10
2022-02-21,"dose3","60-69",61
2022-02-21,"dose2","60-69",16
2022-02-22,"dose3","60-69",49
2022-02-22,"dose2","60-69",12
2022-02-23,"dose3","60-69",58
2022-02-23,"dose2","60-69",14
2022-02-24,"dose3","60-69",49
2022-02-24,"dose2","60-69",15
2022-02-25,"dose3","60-69",24
2022-02-25,"dose2","60-69",8
2022-02-26,"dose3","60-69",2
2022-02-27,"dose3","60-69",1
2022-02-28,"dose3","60-69",33
2022-02-28,"dose2","60-69",15
2022-03-01,"dose3","60-69",51
2022-03-01,"dose2","60-69",16
2022-03-02,"dose3","60-69",38
2022-03-02,"dose2","60-69",8
2022-03-03,"dose3","60-69",21
2022-03-03,"dose2","60-69",10
2022-03-04,"dose3","60-69",27
2022-03-04,"dose2","60-69",7
2022-03-07,"dose3","60-69",24
2022-03-07,"dose2","60-69",4
2022-03-08,"dose3","60-69",24
2022-03-08,"dose2","60-69",12
2022-03-09,"dose3","60-69",14
2022-03-09,"dose2","60-69",2
2022-03-10,"dose3","60-69",18
2022-03-10,"dose2","60-69",4
2022-03-11,"dose3","60-69",19
2022-03-11,"dose2","60-69",3
2022-03-14,"dose3","60-69",18
2022-03-14,"dose2","60-69",2
2022-03-15,"dose3","60-69",12
2022-03-15,"dose2","60-69",3
2022-03-16,"dose3","60-69",11
2022-03-16,"dose2","60-69",4
2022-03-17,"dose3","60-69",16
2022-03-17,"dose2","60-69",1
2022-03-18,"dose3","60-69",12
2022-03-18,"dose2","60-69",1
2022-03-21,"dose3","60-69",9
2022-03-21,"dose2","60-69",1
2022-03-22,"dose3","60-69",4
2022-03-22,"dose2","60-69",2
2022-03-23,"dose3","60-69",11
2022-03-23,"dose2","60-69",1
2022-03-24,"dose3","60-69",17
2022-03-24,"dose2","60-69",3
2022-03-25,"dose3","60-69",7
2022-03-25,"dose2","60-69",1
2022-03-28,"dose3","60-69",8
2022-03-28,"dose2","60-69",2
2022-03-29,"dose3","60-69",6
2022-03-29,"dose2","60-69",1
2022-03-30,"dose3","60-69",7
2022-03-30,"dose2","60-69",2
2022-03-31,"dose3","60-69",4
2022-03-31,"dose2","60-69",1
2022-04-01,"dose3","60-69",5
2022-04-02,"dose3","60-69",9
2022-04-04,"dose3","60-69",7
2022-04-04,"dose2","60-69",1
2022-04-05,"dose3","60-69",7
2022-04-05,"dose2","60-69",1
2022-04-06,"dose3","60-69",5
2022-04-06,"dose2","60-69",3
2022-04-07,"dose3","60-69",4
2022-04-07,"dose2","60-69",1
2022-04-08,"dose3","60-69",1
2022-04-09,"dose3","60-69",1
2022-04-11,"dose3","60-69",7
2022-04-11,"dose2","60-69",2
2022-04-12,"dose3","60-69",13
2022-04-13,"dose3","60-69",6
2022-04-14,"dose3","60-69",8
2022-04-14,"dose2","60-69",3
2022-04-19,"dose3","60-69",17
2022-04-19,"dose2","60-69",4
2022-04-20,"dose3","60-69",5
2022-04-20,"dose2","60-69",2
2022-04-21,"dose3","60-69",8
2022-04-21,"dose2","60-69",5
2022-04-22,"dose3","60-69",2
2022-04-22,"dose2","60-69",1
2022-04-23,"dose2","60-69",1
2022-04-25,"dose3","60-69",6
2022-04-25,"dose2","60-69",3
2022-04-26,"dose3","60-69",9
2022-04-27,"dose3","60-69",7
2022-04-28,"dose3","60-69",7
2022-04-28,"dose2","60-69",3
2022-04-29,"dose3","60-69",9
2022-04-29,"dose2","60-69",1
2022-04-30,"dose3","60-69",14
2022-04-30,"dose2","60-69",1
2022-05-02,"dose3","60-69",8
2022-05-02,"dose2","60-69",3
2022-05-03,"dose3","60-69",7
2022-05-03,"dose2","60-69",1
2022-05-04,"dose3","60-69",12
2022-05-04,"dose2","60-69",5
2022-05-05,"dose3","60-69",14
2022-05-05,"dose2","60-69",3
2022-05-06,"dose3","60-69",12
2022-05-09,"dose3","60-69",9
2022-05-09,"dose2","60-69",2
2022-05-10,"dose3","60-69",16
2022-05-10,"dose2","60-69",4
2022-05-11,"dose3","60-69",8
2022-05-11,"dose2","60-69",3
2022-05-12,"dose3","60-69",22
2022-05-12,"dose2","60-69",1
2022-05-13,"dose3","60-69",9
2022-05-16,"dose3","60-69",25
2022-05-16,"dose2","60-69",1
2022-05-17,"dose3","60-69",10
2022-05-17,"dose2","60-69",1
2022-05-18,"dose3","60-69",5
2022-05-19,"dose3","60-69",12
2022-05-20,"dose3","60-69",9
2022-05-20,"dose2","60-69",2
2022-05-21,"dose3","60-69",9
2022-05-21,"dose2","60-69",2
2022-05-23,"dose3","60-69",7
2022-05-23,"dose2","60-69",1
2022-05-24,"dose3","60-69",16
2022-05-24,"dose2","60-69",3
2022-05-25,"dose3","60-69",7
2022-05-27,"dose3","60-69",10
2022-05-27,"dose2","60-69",2
2022-05-30,"dose3","60-69",8
2022-05-30,"dose2","60-69",2
2022-05-31,"dose3","60-69",5
2022-05-31,"dose2","60-69",2
2022-06-01,"dose3","60-69",7
2022-06-01,"dose2","60-69",1
2022-06-02,"dose3","60-69",16
2022-06-02,"dose2","60-69",2
2022-06-03,"dose3","60-69",7
2021-01-12,"dose1","70+",5
2021-01-13,"dose1","70+",17
2021-01-14,"dose1","70+",47
2021-01-15,"dose1","70+",19
2021-01-16,"dose1","70+",24
2021-01-18,"dose1","70+",82
2021-01-19,"dose1","70+",83
2021-01-20,"dose1","70+",110
2021-01-21,"dose1","70+",94
2021-01-22,"dose1","70+",82
2021-01-23,"dose1","70+",12
2021-01-25,"dose1","70+",93
2021-01-26,"dose1","70+",153
2021-01-27,"dose1","70+",170
2021-01-28,"dose1","70+",138
2021-01-29,"dose1","70+",137
2021-01-30,"dose1","70+",1
2021-02-01,"dose1","70+",130
2021-02-02,"dose1","70+",128
2021-02-03,"dose1","70+",212
2021-02-04,"dose1","70+",226
2021-02-05,"dose1","70+",147
2021-02-08,"dose1","70+",159
2021-02-09,"dose1","70+",170
2021-02-10,"dose1","70+",121
2021-02-11,"dose1","70+",125
2021-02-12,"dose1","70+",131
2021-02-15,"dose1","70+",129
2021-02-16,"dose1","70+",137
2021-02-17,"dose1","70+",91
2021-02-18,"dose1","70+",105
2021-02-19,"dose1","70+",103
2021-02-22,"dose1","70+",104
2021-02-23,"dose1","70+",100
2021-02-24,"dose1","70+",45
2021-02-25,"dose1","70+",47
2021-02-26,"dose1","70+",86
2021-03-01,"dose1","70+",69
2021-03-02,"dose1","70+",106
2021-03-03,"dose1","70+",194
2021-03-04,"dose1","70+",139
2021-03-05,"dose1","70+",23
2021-03-06,"dose1","70+",11
2021-03-08,"dose1","70+",59
2021-03-09,"dose1","70+",197
2021-03-10,"dose1","70+",179
2021-03-11,"dose1","70+",200
2021-03-12,"dose1","70+",131
2021-03-13,"dose1","70+",70
2021-03-14,"dose1","70+",52
2021-03-15,"dose1","70+",138
2021-03-16,"dose1","70+",161
2021-03-17,"dose1","70+",161
2021-03-18,"dose1","70+",157
2021-03-19,"dose1","70+",213
2021-03-20,"dose1","70+",9
2021-03-21,"dose1","70+",3
2021-03-22,"dose1","70+",135
2021-03-23,"dose1","70+",110
2021-03-24,"dose1","70+",111
2021-03-25,"dose1","70+",153
2021-03-26,"dose1","70+",117
2021-03-27,"dose1","70+",25
2021-03-28,"dose1","70+",14
2021-03-29,"dose1","70+",60
2021-03-30,"dose1","70+",88
2021-03-31,"dose1","70+",70
2021-04-01,"dose1","70+",54
2021-04-02,"dose1","70+",3
2021-04-03,"dose1","70+",1
2021-04-05,"dose1","70+",2
2021-04-06,"dose1","70+",63
2021-04-07,"dose1","70+",54
2021-04-08,"dose1","70+",55
2021-04-09,"dose1","70+",62
2021-04-10,"dose1","70+",44
2021-04-11,"dose1","70+",34
2021-04-12,"dose1","70+",48
2021-04-13,"dose1","70+",44
2021-04-14,"dose1","70+",48
2021-04-15,"dose1","70+",72
2021-04-16,"dose1","70+",52
2021-04-17,"dose1","70+",63
2021-04-18,"dose1","70+",21
2021-04-19,"dose1","70+",37
2021-04-20,"dose1","70+",51
2021-04-21,"dose1","70+",47
2021-04-22,"dose1","70+",58
2021-04-23,"dose1","70+",52
2021-04-24,"dose1","70+",64
2021-04-25,"dose1","70+",9
2021-04-26,"dose1","70+",62
2021-04-27,"dose1","70+",57
2021-04-28,"dose1","70+",47
2021-04-29,"dose1","70+",66
2021-04-30,"dose1","70+",54
2021-05-01,"dose1","70+",1
2021-05-02,"dose1","70+",35
2021-05-03,"dose1","70+",58
2021-05-04,"dose1","70+",54
2021-05-05,"dose1","70+",68
2021-05-06,"dose1","70+",64
2021-05-07,"dose1","70+",48
2021-05-08,"dose1","70+",29
2021-05-10,"dose1","70+",29
2021-05-11,"dose1","70+",53
2021-05-12,"dose1","70+",28
2021-05-13,"dose1","70+",19
2021-05-14,"dose1","70+",20
2021-05-15,"dose1","70+",8
2021-05-16,"dose1","70+",3
2021-05-17,"dose1","70+",32
2021-05-18,"dose1","70+",35
2021-05-19,"dose1","70+",44
2021-05-20,"dose1","70+",54
2021-05-21,"dose1","70+",57
2021-05-22,"dose1","70+",15
2021-05-23,"dose1","70+",1
2021-05-25,"dose1","70+",30
2021-05-26,"dose1","70+",33
2021-05-27,"dose1","70+",48
2021-05-28,"dose1","70+",33
2021-05-29,"dose1","70+",5
2021-05-31,"dose1","70+",34
2021-06-01,"dose1","70+",43
2021-06-02,"dose1","70+",41
2021-06-03,"dose1","70+",24
2021-06-04,"dose1","70+",29
2021-06-05,"dose1","70+",16
2021-06-06,"dose1","70+",1
2021-06-07,"dose1","70+",33
2021-06-08,"dose1","70+",26
2021-06-09,"dose1","70+",37
2021-06-10,"dose1","70+",44
2021-06-11,"dose1","70+",21
2021-06-12,"dose1","70+",35
2021-06-14,"dose1","70+",35
2021-06-15,"dose1","70+",49
2021-06-16,"dose1","70+",31
2021-06-17,"dose1","70+",37
2021-06-18,"dose1","70+",18
2021-06-19,"dose1","70+",5
2021-06-21,"dose1","70+",19
2021-06-22,"dose1","70+",27
2021-06-23,"dose1","70+",25
2021-06-24,"dose1","70+",14
2021-06-25,"dose1","70+",20
2021-06-26,"dose1","70+",1
2021-06-27,"dose1","70+",2
2021-06-28,"dose1","70+",23
2021-06-30,"dose1","70+",25
2021-07-01,"dose1","70+",16
2021-07-02,"dose1","70+",12
2021-07-03,"dose1","70+",4
2021-07-04,"dose1","70+",1
2021-07-05,"dose1","70+",20
2021-07-06,"dose1","70+",21
2021-07-07,"dose1","70+",35
2021-07-08,"dose1","70+",20
2021-07-09,"dose1","70+",29
2021-07-10,"dose1","70+",32
2021-07-11,"dose1","70+",1
2021-07-12,"dose1","70+",45
2021-07-13,"dose1","70+",36
2021-07-15,"dose1","70+",24
2021-07-16,"dose1","70+",38
2021-07-17,"dose1","70+",7
2021-07-18,"dose1","70+",1
2021-07-19,"dose1","70+",37
2021-07-20,"dose1","70+",42
2021-07-21,"dose1","70+",28
2021-07-22,"dose1","70+",34
2021-07-23,"dose1","70+",25
2021-07-24,"dose1","70+",5
2021-07-25,"dose1","70+",2
2021-07-26,"dose1","70+",33
2021-07-27,"dose1","70+",29
2021-07-28,"dose1","70+",25
2021-07-29,"dose1","70+",35
2021-07-30,"dose1","70+",44
2021-07-31,"dose1","70+",66
2021-08-01,"dose1","70+",5
2021-08-02,"dose1","70+",84
2021-08-03,"dose1","70+",81
2021-08-04,"dose1","70+",70
2021-08-05,"dose1","70+",71
2021-08-06,"dose1","70+",62
2021-08-07,"dose1","70+",40
2021-08-08,"dose1","70+",18
2021-08-09,"dose1","70+",62
2021-08-10,"dose1","70+",67
2021-08-11,"dose1","70+",87
2021-08-12,"dose1","70+",104
2021-08-13,"dose1","70+",94
2021-08-14,"dose1","70+",77
2021-08-15,"dose1","70+",1
2021-08-16,"dose1","70+",65
2021-08-17,"dose1","70+",50
2021-08-18,"dose1","70+",80
2021-08-19,"dose1","70+",96
2021-08-20,"dose1","70+",99
2021-08-21,"dose1","70+",74
2021-08-22,"dose1","70+",1
2021-08-23,"dose1","70+",85
2021-08-24,"dose1","70+",74
2021-08-25,"dose1","70+",56
2021-08-26,"dose1","70+",73
2021-08-27,"dose1","70+",79
2021-08-28,"dose1","70+",75
2021-08-29,"dose1","70+",16
2021-08-30,"dose1","70+",61
2021-08-31,"dose1","70+",45
2021-09-01,"dose1","70+",58
2021-09-02,"dose1","70+",50
2021-09-03,"dose1","70+",31
2021-09-04,"dose1","70+",27
2021-09-06,"dose1","70+",31
2021-09-07,"dose1","70+",35
2021-09-08,"dose1","70+",24
2021-09-09,"dose1","70+",34
2021-09-10,"dose1","70+",32
2021-09-11,"dose1","70+",26
2021-09-12,"dose1","70+",2
2021-09-13,"dose1","70+",24
2021-09-14,"dose1","70+",19
2021-09-15,"dose1","70+",16
2021-09-16,"dose1","70+",10
2021-09-17,"dose1","70+",21
2021-09-18,"dose1","70+",13
2021-09-20,"dose1","70+",8
2021-09-21,"dose1","70+",7
2021-09-22,"dose1","70+",10
2021-09-23,"dose1","70+",11
2021-09-24,"dose1","70+",9
2021-09-25,"dose1","70+",2
2021-09-27,"dose1","70+",5
2021-09-28,"dose1","70+",7
2021-09-29,"dose1","70+",3
2021-09-30,"dose1","70+",8
2021-10-01,"dose1","70+",13
2021-10-02,"dose1","70+",8
2021-10-04,"dose1","70+",5
2021-10-05,"dose1","70+",7
2021-10-06,"dose1","70+",11
2021-10-07,"dose1","70+",4
2021-10-08,"dose1","70+",5
2021-10-09,"dose1","70+",12
2021-10-10,"dose1","70+",5
2021-10-11,"dose1","70+",7
2021-10-12,"dose1","70+",11
2021-10-13,"dose1","70+",6
2021-10-14,"dose1","70+",5
2021-10-15,"dose1","70+",2
2021-10-18,"dose1","70+",4
2021-10-19,"dose1","70+",8
